Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Quick text 1 (product.metafields.custom.quick_text_1),Quick text 2 (product.metafields.custom.quick_text_2),Quick text 3 (product.metafields.custom.quick_text_3),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Allergy-friendly features (product.metafields.shopify.allergy-friendly-features),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Pile type (product.metafields.shopify.pile-type),Rug features (product.metafields.shopify.rug-features),Rug material (product.metafields.shopify.rug-material),Rug shape (product.metafields.shopify.rug-shape),Size (product.metafields.shopify.size),Style (product.metafields.shopify.style),Suitable space (product.metafields.shopify.suitable-space),Theme (product.metafields.shopify.theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537334278_83uv.jpg?v=1766571536,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537334300_a8yq.jpg?v=1766571536,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,"Fine Serapi Area Rug 6x9 Handmade Wool Oriental Rug, Ivory & Red Floral Tree Design Living Room Carpet","<p>Bring elegance and refined detail into your home with this handmade Fine Serapi wool rug, showcasing an intricate floral tree-inspired design with flowing vines and symmetrical botanical motifs. The soft ivory field is beautifully framed by a rich red border, accented with blue, green, gold, and navy tones, creating a timeless and inviting look.</p>
<p>Fine Serapi rugs are valued for their detailed patterns, balanced composition, and durable wool quality, making them an excellent choice for living rooms, dining areas, bedrooms, or formal spaces. This rug is hand-knotted from 100% natural wool, offering a smooth texture, long-lasting durability, and a comfortable feel underfoot.</p>
<p>The elegant tree and floral motifs add visual movement and sophistication while maintaining harmony, making this rug a standout piece without overwhelming the space.</p>
<p>Rug Details</p>
<p>Design: Fine Serapi</p>
<p>Pattern: Floral tree and vine motif with decorative border</p>
<p>Primary Colors: Ivory, cream</p>
<p>Accent Colors: Red, blue, green, gold, navy</p>
<p>Material: 100% natural wool</p>
<p>Construction: Hand-knotted</p>
<p>Condition: New</p>
<p>Size:</p>
<p>Feet: 6.5 x 9.10 ft</p>
<p>Centimeters: 196 x 300 cm</p>
<p>Pile: Medium wool pile, durable and soft</p>
<p>Ideal For:</p>
<p>✔ Living rooms &amp; dining rooms<br>✔ Bedrooms &amp; formal spaces<br>✔ Elegant and classic interiors<br>✔ Warm, detailed décor styles</p>",Wei Rugs,Uncategorized,"","6x9 area rug, Afghan Chobi Rug, Bohemian Rug, extra fine knotted, handmade red rug, Handmade Rug, Luxury Floral Rug, luxury wool carpet, One of a kind Rug, Orange Floral Rug, Persian Vintage Rug, Turkish Oushak rug, Turkish Rug",true,Title,Default Title,,,,,,,,'2097,0.0,shopify,1,deny,manual,1599.00,3199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537380806_dnqp.jpg?v=1766571567,1,"",false,6x9 Vintage Wool Area Rug | Red Ivory Floral Farmhouse,Handmade 6x9 vintage wool rug in red and ivory floral design. Traditional farmhouse area rug for living room or bedroom décor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,active
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585319901_6b21.jpg?v=1766571567,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381188_8p40.jpg?v=1766571571,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585319753_hjg9.jpg?v=1766571569,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381230_ba7p.jpg?v=1766571570,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585319663_6hw5.jpg?v=1766571567,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585319811_h48s.jpg?v=1766571567,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381616_fsuq.jpg?v=1766571567,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585320001_ry9w.jpg?v=1766571567,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381704_1u38.jpg?v=1766571567,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381706_41fg.jpg?v=1766571567,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381496_1uba.jpg?v=1766571570,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585320367_8ojm.jpg?v=1766571567,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
